"REFERENCE","LOCATION","APP TYPE","APP TYPE DECODE","VALIDATION DATE","PROPOSAL","RECOMMENDATION","RECOMMENDATION DECODE","DECISION DATE","DEVELOPMENT TYPE","DEVELOPMENT TYPE DECODE","WARD","WARD DECODE","NORTHING","EASTING","KEY VALUE"
"94/32105/ADV","The Buckley Arms Public House Partington Lane Swinton ","ADV","Advert Application",7/1/1994 00:00:00,"Display of several new pub signs.","PER","Approve",18/3/1994 00:00:00,"14","Advertisements","SS","Swinton South","401425","377448","9432105ADV"
"94/32130/ADV","Various Bus Shelters In Swinton And Eccles Area Various Sites . ","ADV","Advert Application",14/1/1994 00:00:00,"Display of internally illuminated advert panels in bus shelters","PER","Approve",17/2/1994 00:00:00,"14","Advertisements",,,"000000","000000","9432130ADV"
"94/32126/ADV","Various Bus Shelters In Salford 5 Various Sites . ","ADV","Advert Application",14/1/1994 00:00:00,"Display of internally illuminated advert panel on bus shelters.","PER","Approve",17/2/1994 00:00:00,"14","Advertisements",,,"000000","000000","9432126ADV"
"94/32129/ADV","Various Bus Shelters In Swinton Area Various Sites . ","ADV","Advert Application",14/1/1994 00:00:00,"Display of internally illuminated advert panels in bus shelters","PER","Approve",17/2/1994 00:00:00,"14","Advertisements",,,"000000","000000","9432129ADV"
"94/32132/ADV","Various Bus Shelters In Little Hulton Area Various Sites . ","ADV","Advert Application",14/1/1994 00:00:00,"Display of internally illuminated advert panels on bus shelters","PER","Approve",17/2/1994 00:00:00,"14","Advertisements",,,"000000","000000","9432132ADV"
"94/32131/ADV","Various Bus Shelters In Clifton And Swinton Area Various Sites . ","ADV","Advert Application",14/1/1994 00:00:00,"Display of internally illuminated advert panels in bus shelters","PER","Approve",17/2/1994 00:00:00,"14","Advertisements",,,"000000","000000","9432131ADV"
"94/32147/ADV","78 Bolton Road Pendlebury ","ADV","Advert Application",18/1/1994 00:00:00,"Display of internally illuminated fascia sign","PER","Approve",20/4/1994 00:00:00,"14","Advertisements","CL","Claremont","401020","379540","9432147ADV"
"94/32157/ADV","311 Littleton Road Salford 6 ","ADV","Advert Application",24/1/1994 00:00:00,"Display of internally illuminated shop sign.","PER","Approve",18/3/1994 00:00:00,"14","Advertisements","KR","Kersal","400851","381515","9432157ADV"
"94/32167/ADV","Junction Union Street Bolton Road Pendlebury ","ADV","Advert Application",25/1/1994 00:00:00,"Display of various M.O.T reflective road traffic signs","PER","Approve",20/3/1995 00:00:00,"14","Advertisements","PE","Pendlebury","401225","379470","9432167ADV"
"94/32170/ADV","Salford Precinct 81 Pendleton Way Salford 6 ","ADV","Advert Application",26/1/1994 00:00:00,"Display of internally illuminated shop sign.","PER","Approve",18/3/1994 00:00:00,"14","Advertisements","LG","Langworthy","399143","380926","9432170ADV"
"94/32184/ADV","Former Top Rank Bingo Club Church Street Eccles ","ADV","Advert Application",31/1/1994 00:00:00,"Display of various internally illuminated fascia signs and projecting sign","PER","Approve",18/3/1994 00:00:00,"14","Advertisements","EC","Eccles","398577","377303","9432184ADV"
"94/32227/ADV","Former Brown Brothers Building, Bounded By East Ordsall Lane, Egerton Street And Trinity Way Salford 3 ","ADV","Advert Application",10/2/1994 00:00:00,"Display of illuminated 48 sheet wave action display panel","REF","Refuse",21/4/1994 00:00:00,"14","Advertisements","OR","Ordsall","398445","382955","9432227ADV"
"94/32244/ADV","Halifax 29/31 Bolton Road Walkden Worsley ","ADV","Advert Application",15/2/1994 00:00:00,"Display of various internally and externally illuminated advert signs","PER","Approve",21/4/1994 00:00:00,"14","Advertisements","WN","Walkden North","403183","373624","9432244ADV"
"94/32275/ADV","33 Hilton Lane Walkden Worsley ","ADV","Advert Application",25/2/1994 00:00:00,"Retention of one externally illuminated fascia sign and one internally illuminated box sign","PER","Approve",19/5/1994 00:00:00,"14","Advertisements","WS","Walkden South","403230","372906","9432275ADV"
"94/32276/ADV","Tate Ford 271 Bury New Road Salford 7 ","ADV","Advert Application",25/2/1994 00:00:00,"Display of various non illuminated and internally illuminated signs","PER","Approve",12/5/1994 00:00:00,"14","Advertisements","BR","Broughton","400420","383045","9432276ADV"
"94/32284/ADV","52/52A Folly Lane Swinton ","ADV","Advert Application",28/2/1994 00:00:00,"Erection of free standing externally illuminated shop sign","PER","Approve",12/5/1994 00:00:00,"14","Advertisements","SS","Swinton South","400689","377075","9432284ADV"
"94/32304/ADV","Ellesmere Retail Park Bolton Road Walkden Worsley ","ADV","Advert Application",4/3/1994 00:00:00,"Display of illuminated tower sign","PER","Approve",21/4/1994 00:00:00,"14","Advertisements","WN","Walkden North","403606","373675","9432304ADV"
"94/32301/ADV","Land Bounded By Westover Street Station Road Swinton ","ADV","Advert Application",4/3/1994 00:00:00,"Display of internally illuminated fascia signs and one non illuminated fascia sign","PER","Approve",19/5/1994 00:00:00,"14","Advertisements","SN","Swinton North","402050","377630","9432301ADV"
"94/32303/ADV","Vacant Land, Salford Wharf, Land Adjacent Welland Lock, And Land Adjacent South Bay Salford Quays Salford 5 ","ADV","Advert Application",4/3/1994 00:00:00,"Display of various non illuminated information signs","PER","Approve",21/4/1994 00:00:00,"14","Advertisements",,,"397021","380270","9432303ADV"
"94/32457/ADV","Land Bounded By North Phoebe Street, West Egerton Street And Regent Road Salford 5 ","ADV","Advert Application",12/4/1994 00:00:00,"Display of various internally illuminated and non illuminated fascia signs","PER","Approve",17/6/1994 00:00:00,"14","Advertisements",,,"397927","382540","9432457ADV"
"94/32476/ADV","84/86 Liverpool Road Eccles ","ADV","Advert Application",18/4/1994 00:00:00,"Display of non illuminated mural","PER","Approve",22/8/1994 00:00:00,"14","Advertisements","EC","Eccles","398573","377105","9432476ADV"
"94/32496/ADV","Novotel Worsley Brow Worsley ","ADV","Advert Application",20/4/1994 00:00:00,"
Construction of a free standing pylon sign with mounted spotlight.","PER","Approve",21/7/1994 00:00:00,"14","Advertisements","WO","Worsley","400453","374517","9432496ADV"
"94/32482/ADV","Vanguard House Merchants Quay Salford Quays Salford 5 ","ADV","Advert Application",20/4/1994 00:00:00,"Display of internally illuminated static sign.","PER","Approve",17/6/1994 00:00:00,"14","Advertisements","OR","Ordsall","396983","382075","9432482ADV"
"94/32515/ADV","287 Manchester Road East Little Hulton Worsley ","ADV","Advert Application",28/4/1994 00:00:00,"Display of various illuminated signs","PER","Approve",17/6/1994 00:00:00,"14","Advertisements","LH","Little Hulton","403545","372660","9432515ADV"
"94/32541/ADV","379A Bolton Road Salford 6 ","ADV","Advert Application",6/5/1994 00:00:00,"Retention of externally illuminated shop sign.","WDN","Application Withdrawn",6/5/1994 00:00:00,"14","Advertisements","CL","Claremont","400515","378597","9432541ADV"
"94/32546/ADV","TSB Bank Branch 16 Moorfield Parade (Liverpool Road) Irlam ","ADV","Advert Application",9/5/1994 00:00:00,"Display of internally illuminated bank signs","PER","Approve",24/6/1994 00:00:00,"14","Advertisements","IR","Irlam","394993","372556","9432546ADV"
"94/32539/ADV","207 Chorley Road Swinton ","ADV","Advert Application",9/5/1994 00:00:00,"Display of externally illuminated fascia and projecting sign.","PER","Approve",19/8/1994 00:00:00,"14","Advertisements","SN","Swinton North","401824","377510","9432539ADV"
"94/32555/ADV","Unit C, The Regent 2,  The Regent Industrial Park, Regent Road Salford 5 ","ADV","Advert Application",11/5/1994 00:00:00,"Display of various internally illuminated shop signs.","PER","Approve",17/6/1994 00:00:00,"14","Advertisements","OR","Ordsall","397950","382450","9432555ADV"
"94/32567/ADV","Unit A, The Regent II Retail Park, Regent Road Salford 5 ","ADV","Advert Application",13/5/1994 00:00:00,"Display of internally and externally illuminated shop signs.","PER","Approve",21/7/1994 00:00:00,"14","Advertisements","OR","Ordsall","000000","000000","9432567ADV"
"94/32578/ADV","Unit 1 Wardley Industrial Estate Holloway Drive Worsley ","ADV","Advert Application",17/5/1994 00:00:00,"Display of two single sided free standing forecourt signs
and individual lettering and logo on side elevation of
building.","PER","Approve",19/8/1994 00:00:00,"14","Advertisements","SN","Swinton North","402402","376058","9432578ADV"
"94/32580/ADV","Limes Service Station, Corner Of Hodge Road And Manchester Road Walkden Worsley ","ADV","Advert Application",17/5/1994 00:00:00,"Display of one free standing sign and two fascia type signs in cut
out lettering","PER","Approve",21/7/1994 00:00:00,"14","Advertisements","WS","Walkden South","403017","373780","9432580ADV"
"94/32588/ADV","Part Of Site 3, Nasmyth Business Centre Green Lane Eccles ","ADV","Advert Application",18/5/1994 00:00:00,"Display of 5 illuminated and non-illuminated sign boards and 6 flagpoles","PER","Approve",18/8/1994 00:00:00,"14","Advertisements","EC","Eccles","398800","376220","9432588ADV"
"94/32613/ADV","Former District Garage, Manchester Road East Little Hulton Worsley ","ADV","Advert Application",23/5/1994 00:00:00,"Display of illuminated fascia sign and gantry sign","PER","Approve",21/7/1994 00:00:00,"14","Advertisements","WN","Walkden North","403519","372730","9432613ADV"
"94/32609/ADV","Ryland Nissan Blackfriars Road Salford 3 ","ADV","Advert Application",23/5/1994 00:00:00,"Display of internally illuminated identification signs to canopy
fascia","PER","Approve",18/8/1994 00:00:00,"14","Advertisements","OR","Ordsall","398827","383498","9432609ADV"
"94/32665/ADV","Homestyle 83/84 Raven Way (Salford Precinct) Salford 6 ","ADV","Advert Application",6/6/1994 00:00:00,"Display of internally illuminated fascia sign.","PER","Approve",6/7/1994 00:00:00,"14","Advertisements","LG","Langworthy","399160","380932","9432665ADV"
"94/32684/ADV","Site Of 139/141 Chapel Street Salford 3 ","ADV","Advert Application",10/6/1994 00:00:00,"Display of one-96 sheet advertisement display board and one
development sign","PER","Approve",18/8/1994 00:00:00,"14","Advertisements","OR","Ordsall","398613","383347","9432684ADV"
"94/32692/ADV","John Lester And Eddie Colman Courts Belvedere Road Salford 6 ","ADV","Advert Application",13/6/1994 00:00:00,"Display of non-illuminated name signs indicating names of college
and name of block","PER","Approve",18/8/1994 00:00:00,"14","Advertisements","LG","Langworthy","399271","381294","9432692ADV"
"94/32628/ADV","Lloyds TSB Bank 61 Church Street Eccles ","ADV","Advert Application",20/6/1994 00:00:00,"Replacement of internally illuminated shop fascia and projecting 
box signs","PER","Approve",21/7/1994 00:00:00,"14","Advertisements","EC","Eccles","398487","377766","9432628ADV"
"94/32731/ADV","135 Chorley Road Swinton ","ADV","Advert Application",24/6/1994 00:00:00,"Display of internally illuminated fascia and projecting signs","PER","Approve",18/8/1994 00:00:00,"14","Advertisements","SS","Swinton South","401696","377674","9432731ADV"
"94/32737/ADV","Land Between Gladys Street And Smith Street Salford 5 ","ADV","Advert Application",27/6/1994 00:00:00,"Display of advertisement hoarding","PER","Approve",19/8/1994 00:00:00,"14","Advertisements","OR","Ordsall","397125","381335","9432737ADV"
"94/32747/ADV","Unit B, The Regent II Retail Park Regent Road Salford 5 ","ADV","Advert Application",29/6/1994 00:00:00,"Display of 3 externally illuminated shop signs and one internally 
illuminated hanging sign.","PER","Approve",19/8/1994 00:00:00,"14","Advertisements","OR","Ordsall","397950","382450","9432747ADV"
"94/32742/ADV","195 Chapel Street Salford 3 ","ADV","Advert Application",29/6/1994 00:00:00,"Display of non-illuminated advertisement signs","PER","Approve",18/8/1994 00:00:00,"14","Advertisements","OR","Ordsall","398546","383137","9432742ADV"
"94/32757/ADV","Hills Electrical Tootal Grove Salford 6 ","ADV","Advert Application",5/7/1994 00:00:00,"Display of externally illuminated fascia sign","PER","Approve",17/11/1994 00:00:00,"14","Advertisements","SW","Weaste  And Seedley","398681","379324","9432757ADV"
"94/32779/ADV","Vaclensa Ltd Service House Shield Drive Worsley ","ADV","Advert Application",11/7/1994 00:00:00,"Display of non illuminated company sign","PER","Approve",19/8/1994 00:00:00,"14","Advertisements","SN","Swinton North","401942","376075","9432779ADV"
"94/32832/ADV","15 The Mall Eccles ","ADV","Advert Application",25/7/1994 00:00:00,"Display of internally illuminated fascia sign","PER","Approve",23/9/1994 00:00:00,"14","Advertisements","EC","Eccles","398616","377865","9432832ADV"
"94/32849/ADV","1-13 Montford Street Salford 5 ","ADV","Advert Application",27/7/1994 00:00:00,"Retention of a non illuminated 2 sided freestanding sign board.","PER","Approve",23/9/1994 00:00:00,"14","Advertisements","OR","Ordsall","397975","380555","9432849ADV"
"94/32912/ADV","Unit 5/7 Deans Trading Estate Deans Road Swinton ","ADV","Advert Application",10/8/1994 00:00:00,"Display of illuminated fascia sign and freestanding totem sign on forecourt.","PER","Approve",23/9/1994 00:00:00,"14","Advertisements","SN","Swinton North","401486","377065","9432912ADV"
"94/32925/ADV","216 Monton Road Monton Eccles ","ADV","Advert Application",12/8/1994 00:00:00,"Display of illuminated fascia signs","PER","Approve",20/10/1994 00:00:00,"14","Advertisements","EC","Eccles","399517","376693","9432925ADV"
"94/32929/ADV","21 Sherborne Street West Salford 3 ","ADV","Advert Application",12/8/1994 00:00:00,"Display non illuminated sign","PER","Approve",20/10/1994 00:00:00,"14","Advertisements","BR","Broughton","399385","383440","9432929ADV"
"94/32928/ADV","Eccles Fish Bar 190 Church Street Eccles ","ADV","Advert Application",15/8/1994 00:00:00,"Display of an illuminated shop sign","PER","Approve",20/10/1994 00:00:00,"14","Advertisements","EC","Eccles","398568","377280","9432928ADV"
"94/32953/ADV","The Mall Eccles ","ADV","Advert Application",22/8/1994 00:00:00,"Display of an internally illuminated fascia sign","PER","Approve",20/10/1994 00:00:00,"14","Advertisements",,,"397670","377885","9432953ADV"
"94/32975/ADV","415/417 Liverpool Road Eccles ","ADV","Advert Application",26/8/1994 00:00:00,"Display of one externally illuminated shop sign","PER","Approve",17/11/1994 00:00:00,"14","Advertisements","BA","Barton","398115","375972","9432975ADV"
"94/33032/ADV","University College Campus Frederick Road Salford 6 ","ADV","Advert Application",15/9/1994 00:00:00,"Display of internally illuminated fascia signs","PER","Approve",18/11/1994 00:00:00,"14","Advertisements","IW","Irwell Riverside","399970","381665","9433032ADV"
"94/33066/ADV","Eccles Liberal Club Wellington Road Eccles ","ADV","Advert Application",27/9/1994 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",18/11/1994 00:00:00,"14","Advertisements","EC","Eccles","398905","377797","9433066ADV"
"94/33067/ADV","The Wallness Tavern Wallness Lane Salford 6 ","ADV","Advert Application",27/9/1994 00:00:00,"Display of various illuminated and non illuminated fascia signs","PER","Approve",19/1/1995 00:00:00,"14","Advertisements","IW","Irwell Riverside","399515","382016","9433067ADV"
"94/33106/ADV","139 Manchester Road East Little Hulton Worsley ","ADV","Advert Application",7/10/1994 00:00:00,"Display of internally and externally illuminated shop signs","PER","Approve",16/12/1994 00:00:00,"14","Advertisements","LH","Little Hulton","403360","373050","9433106ADV"
"94/33142/ADV","215 Eccles Old Road Salford 6 ","ADV","Advert Application",17/10/1994 00:00:00,"Display of three externally illuminated shop signs","PER","Approve",15/12/1994 00:00:00,"14","Advertisements","SW","Weaste  And Seedley","399160","378515","9433142ADV"
"94/33171/ADV","Old Ship Hotel Chapel Street Salford 3 ","ADV","Advert Application",25/10/1994 00:00:00,"Display of various floodlit advert signs","PER","Approve",16/12/1994 00:00:00,"14","Advertisements","OR","Ordsall","398740","383790","9433171ADV"
