Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Adult Social Care,Publicity,04.04.2013,5100628260,"£2,000.00",Bury M.B.C.
Manchester City Council,Childrens Services,Legal Fees,04.04.2013,1903601640,"£3,095.00",HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Legal Fees,04.04.2013,1903601640,"£1,900.00",HMCTS (Manchester County Court)
Manchester City Council,Environment and Operations,Proffesional fees,04.04.2013,5100628420,"£1,916.50",Daly Drains Ltd
Manchester City Council,Adult Social Care,Proffesional fees,04.04.2013,5100628114,"£17,797.94",Greater Manchester Probation Board
Manchester City Council,Corporate Services,Proffesional Fees,04.04.2013,5100628121,"£16,980.00",Curtins Consulting Engineer
Manchester City Council,Chief Executives,Proffesional Fees,04.04.2013,5100628003,"£36,001.73",MK Illuminations UK Ltd
Manchester City Council,Chief Executives,Postage,04.04.2013,5100627957,"£1,344.62",Royal Mail Group Plc
Manchester City Council,Chief Executives,Postage,04.04.2013,1903600670,"£1,000.65",Royal Mail Group Plc
Manchester City Council,Housing Revenue Account,I T Provision,04.04.2013,5100627733,"£1,117.74",Computerland Uk Ltd
Manchester City Council,Childrens Services,I T Provision,04.04.2013,5100628139,"£275,782.74",Capita Business Services Ltd
Manchester City Council,Childrens Services,I T Provision,04.04.2013,5100628139,"£2,000.00",Capita Business Services Ltd
Manchester City Council,Chief Executives,Compensation Payments,04.04.2013,1903601640,"£5,850.00",HMCTS (Manchester County Court)
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,04.04.2013,5100628123,"£4,409.45",Barlow Moor Community Association
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,04.04.2013,5100628116,"£20,000.00",City South Manchester Housing Trust
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,04.04.2013,5100628122,"£4,164.00",Community Minded Ltd
Manchester City Council,Chief Executives,Advertising,04.04.2013,5100627947,"£3,530.80",MEN Media Ltd
Manchester City Council,Chief Executives,Advertising,04.04.2013,5100627947,£895.05,MEN Media Ltd
Manchester City Council,Chief Executives,Licences Purchase,04.04.2013,5100627726,"£9,709.83",Computerland Uk Ltd
Manchester City Council,Manchester Leisure,Library Materials Acquisition,04.04.2013,1903601652,"£9,450.00",NewsBank Inc
Manchester City Council,Corporate Services,Child Care Vouchers,04.04.2013,1903595469,£611.78,Edenred (Admin)
Manchester City Council,Corporate Services,Child Care Vouchers,04.04.2013,1903595472,£503.29,Edenred (Admin)
Manchester City Council,Libraries and Theatres,Third party payments relating to Voluntary Organisations,04.04.2013,5100628251,"£3,635.00",Carbon Co-op
Manchester City Council,Manchester Leisure,Payments for services,04.04.2013,5100628180,"£1,750.01",Wright Robinson Sports College
Manchester City Council,Adult Social Care,Payments for services,04.04.2013,5100628164,"£22,261.20",NHS Manchester Primary Care Trust
Manchester City Council,Adult Social Care,Payments for services,04.04.2013,5100628162,"£12,486.00",NHS Manchester Primary Care Trust
Manchester City Council,Childrens Services,Payments for services,04.04.2013,5100628126,"£31,382.80",The Together Trust
Manchester City Council,Childrens Services,Payments for services,04.04.2013,5100628218,"£4,588.00",Cumberland & Westmorland
Manchester City Council,Childrens Services,Payments for services,04.04.2013,5100628216,"£3,992.25",Cumberland & Westmorland
Manchester City Council,Childrens Services,Payments for services,04.04.2013,5100628229,"£3,396.00",Cumberland & Westmorland
Manchester City Council,Childrens Services,Foster Payments,04.04.2013,1903601656,£780.24,Redacted Personal Information
Manchester City Council,Childrens Services,Foster Payments,04.04.2013,1903601653,£733.50,Redacted Personal Information
Manchester City Council,Adult Social Care,Cont from Other,04.04.2013,1903601658,"£20,000.00",Manchester Credit Union
Manchester City Council,Adult Social Care,Cont from Other,04.04.2013,1903601655,"£20,000.00",South Manchester Credit Union
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.04.2013,5100628243,£624.17,Permadoor
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.04.2013,5100628227,£603.94,Permadoor
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.04.2013,5100628205,"£42,068.89",Carillion Energy Services Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.04.2013,5100627929,"£84,940.00",Pts Plumbing Trade Supplies
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.04.2013,5100627929,"£5,636.62",Pts Plumbing Trade Supplies
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,04.04.2013,1903601402,"£55,242.06",Bramall Construction Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,04.04.2013,5100628016,£705.53,Computerland Uk Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,04.04.2013,5100628013,"-£1,171.41",Computerland Uk Ltd
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,04.04.2013,5100628258,"£87,041.70",Cruden Group Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.04.2013,5100628247,£750.00,Metronet UK
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,04.04.2013,5100627729,"£3,750.00",Computerland Uk Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,04.04.2013,5100628256,"£7,266.66",Computacenter (UK) Ltd
Manchester City Council,Environment and Operations,Construction Works,04.04.2013,5100627881,"£29,405.69",Aggregate Industries T/A Kennedy As
Manchester City Council,Environment and Operations,Construction Works,04.04.2013,5100627949,"£54,229.28",J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,04.04.2013,5100627943,"£48,968.15",J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,04.04.2013,5100627952,"£42,000.00",J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,04.04.2013,5100627954,"£39,000.00",J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,04.04.2013,5100628021,"£25,000.00",J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,04.04.2013,5100628023,"£24,494.41",J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,04.04.2013,5100628020,"£21,619.88",J.Hopkins (Contractors) Ltd.
Manchester City Council,Environment and Operations,Construction Works,04.04.2013,5100628024,"£20,661.71",J.Hopkins (Contractors) Ltd.
Manchester City Council,Chief Executives,Construction Works,04.04.2013,5100627945,"£53,109.90",Aggregate Industries T/A Kennedy As
Manchester City Council,Manchester Leisure,Fees,05.04.2013,5100628442,"£12,588.83",Manchester City Football Club Plc
Manchester City Council,Libraries and Theatres,Fees,05.04.2013,5100628421,"£11,466.24","Groundwork Manchester, Salford"
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628323,£866.88,Reed Employment Plc
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628315,£727.05,Reed Employment Plc
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628323,£595.98,Reed Employment Plc
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628530,£869.90,Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628530,£619.85,Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628530,£604.95,Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628530,£505.68,Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628330,£915.60,Randstad Care
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628574,£730.80,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628559,£622.55,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628565,£589.40,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,05.04.2013,5100628566,£589.40,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628368,£843.60,Bs Project Services Ltd T/A
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628323,"£1,790.60",Reed Employment Plc
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628323,"£1,769.08",Reed Employment Plc
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628315,£913.50,Reed Employment Plc
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628323,£913.50,Reed Employment Plc
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628315,£895.30,Reed Employment Plc
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628315,£875.13,Reed Employment Plc
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628530,"£2,770.60",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628530,"£1,567.30",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628530,"£1,200.13",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628530,"£1,003.80",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628530,£895.30,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628530,£826.58,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628394,"£1,182.65",Medicare First
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628330,£870.26,Randstad Care
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628573,£700.28,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,05.04.2013,5100628567,£537.88,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,05.04.2013,5100628380,"£1,472.90",Berkeley Scott Group PLC
Manchester City Council,Chief Executives,Agency staff provision,05.04.2013,5100628368,"£1,324.87",Bs Project Services Ltd T/A
Manchester City Council,Chief Executives,Agency staff provision,05.04.2013,5100628322,"£6,855.54",Celsian Education
Manchester City Council,Chief Executives,Agency staff provision,05.04.2013,5100628296,"£1,010.21",Routes Healthcare Ltd
Manchester City Council,Chief Executives,Agency staff provision,05.04.2013,5100628587,"£4,975.00",Semester Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,05.04.2013,5100628472,"£2,756.82",247 Professional Health
Manchester City Council,Regeneration Finance,Agency staff provision,05.04.2013,5100628368,£782.52,Bs Project Services Ltd T/A
Manchester City Council,Chief Executives,Seconded Employees,05.04.2013,5100628437,"£10,161.35",HM Treasury
Manchester City Council,Chief Executives,Seconded Employees,05.04.2013,5100628165,"£16,866.30",Ashton Leigh & Wigan PCT
Manchester City Council,Libraries and Theatres,Training and Development,05.04.2013,5100628314,£750.00,Serco Learning
Manchester City Council,Libraries and Theatres,Training and Development,05.04.2013,5100628316,£750.00,Serco Learning
Manchester City Council,Libraries and Theatres,Training and Development,05.04.2013,5100628317,£750.00,Serco Learning
Manchester City Council,Childrens Services,Training and Development,05.04.2013,5100628328,£852.44,Black Health Agency
Manchester City Council,Corporate Services,External repairs and maintenance for buildings,05.04.2013,5100628396,"£11,827.50",Davis Langdon
Manchester City Council,Housing Revenue Account,Heating Repairs,05.04.2013,5100628418,"£1,343.74",ENER-G Switch 2 Ltd
Manchester City Council,Housing Revenue Account,Heating Repairs,05.04.2013,5100628427,£682.04,ENER-G Switch 2 Ltd
Manchester City Council,Manchester Leisure,Rents,05.04.2013,1903601399,"£1,377.55",S Kershaw & Sons
Manchester City Council,Adult Social Care,Rents,05.04.2013,5100627822,£863.70,Eastlands Homes Partnership Ltd
Manchester City Council,Childrens Services,Rents,05.04.2013,5100628612,£952.00,Redacted Personal Information
Manchester City Council,Childrens Services,Rents,05.04.2013,1903600642,"£2,218.97",YMCA Derbyshire
Manchester City Council,Regeneration Finance,Contract Cleaning Internal,05.04.2013,5100628628,"£1,162.09",The Manchester College
